timestamp,tweet_text,username,all_hashtags,followers_count,place
7/6/2020 23:58,b'One day we will look back on #COVID19 and realize how much damage we have done to our #planet and our mental health and how little damage COVID did in relation. #plasticpollution #MentalHealthMatters  https://t.co/bL8gl00j9f',b'avoiceforchoice',"['COVID19', 'planet', 'plasticpollution', 'MentalHealthMatters']",7190,U.S.A
,,,,,
7/6/2020 23:58,b'@realDonaldTrump @WhiteHouse @PressSec   #COVID19\xf0\x9f\xa6\xa0 #Coronavirus\xf0\x9f\xa6\xa0 #TrumpCOVID19Failure  Trump and @Netanyahu have something in common.   https://t.co/h78CXs2aXE',b'KorbelRenoKia',"['COVID19', 'Coronavirus', 'TrumpCOVID19Failure']",144,"East Bay, CA"
,,,,,
7/6/2020 23:58,b'LOGIC.  https://t.co/viKweZO1GB  #WWG1WGA #GodWins #COVID19',b'Freedom02543282',"['WWG1WGA', 'GodWins', 'COVID19']",11,India
,,,,,
7/6/2020 23:58,"b'#NEW: Additional WWE workers test positive for #COVID19, per @WrestlingSheet.  https://t.co/1FT8bbjWRK'",b'AustinKellerman',"['NEW', 'COVID19']",33190,"Dallas, TX"
,,,,,
7/6/2020 23:58,b'Prolly so #COVID19 #coronavirus https://t.co/m0sPWiZ7IZ',b'JorgeRomney',"['COVID19', 'coronavirus']",148, Indiana
,,,,,
7/6/2020 23:58,"b'Modelers Were \xe2\x80\x98Astronomically Wrong\xe2\x80\x99 in #COVID19 Predictions, Says Leading Epidemiologist\xe2\x80\x94and the World Is Paying the Price https://t.co/g9xMOmDuza |  #Health #Economy #DoctorsSpeakUp'",b'ISCOSEU',"['COVID19', 'Health', 'Economy', 'DoctorsSpeakUp']",3471,Chinal
,,,,,
7/6/2020 23:58,"b'Wearing a mask, along with other #safety precautions dramatically slows #COVID19 death rate, by Goldenson Center of @UConn via @BRINKNewsNow. #health  https://t.co/VTKkkQ4RnT'",b'ShamMajid1',"['safety', 'COVID19', 'health']",66,Singapore
,,,,,
7/6/2020 23:58,b'ALERT: Atlanta Mayor to Clear Protests After Death of Eight-Year-Old - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/P9NQv44qUo https://t.co/dUqXJybs59',b'GlobalPandemics',"['Coronavirus', 'COVID19', 'Protests']",26138,Singapore
,,,,,
7/6/2020 23:58,b'China urges US to refrain from telling lies and rumors about #COVID19 https://t.co/KZTe5eG5kf https://t.co/Xz5mtLWWDR',b'XHNews',['COVID19'],12687610,"San Francisco, CA"
,,,,,
7/6/2020 23:58,"b""@realDonaldTrump You willing to risk sending Barron to a public school this fall? I thought not.  But you'll risk other kids and their teachers. #schoolsreopening #covid19 #ReopeningSchools""",b'lesliesyoung',"['schoolsreopening', 'covid19', 'ReopeningSchools']",465,Los Angeles
,,,,,
7/6/2020 23:58,"b'These figures are for Miami but they are a microcosm of ""opening up the economy"". Before the stay-at-home order Miami was seeing 35 new cases a day. During the stay-at-home order, that dropped to 14. Last week saw 91 new coronavirus cases daily. #COVID19  https://t.co/YrMAfHjcvm'",b'WildPalmsLtd',['COVID19'],16847,"San Francisco, CA"
,,,,,
7/6/2020 23:58,b'Do You Think Our L.A. City or County Officials Have #Covid19 Under Control? Mysteriously Massive Dodger Stadium L.A. City Test Site Was Shut Down Today. No One Says Why...',b'melroseaction',['Covid19'],2749,Los Angeles
,,,,,
7/6/2020 23:58,"b""New York's 24-hour #COVID19 data as of 5:30pm ET 7/6/20, via https://t.co/jOGWRZTrX4:  New tests: 54,328 (-11% vs. 7day avg)  New infections: 518 (-23% vs. 7day avg)  New deaths: 9 (-10% vs. 7day avg)""",b'nyisles1972',['COVID19'],459,"San Francisco, CA"
,,,,,
7/6/2020 23:58,b'#Mexican #bday #covid19 @shaaibaby is the best! This is the best #Mexican food outside #Mexico and you know that I travel and have a diverse #palette \xf0\x9f\x92\x9c\xf0\x9f\x99\x8f\xf0\x9f\x92\x9c nadia_bulbulia zainbul tasleembulbulia \xf0\x9f\x98\x8d @ Johannesburg https://t.co/qOGqz05NCI',b'FIRDOZ',"['Mexican', 'bday', 'covid19', 'Mexican', 'Mexico', 'palette']",1230,"South Africa, Nigeria"
,,,,,
7/6/2020 23:58,"b'Across CA, community orgs have been effectively responding to emergency situations. It\xe2\x80\x99s time we make investments to scale these cost-saving responses and ensure communities emerge more resilient through #COVID19. Pass #AB2054 https://t.co/E5DqIFMiuc'",b'shanib44',"['COVID19', 'AB2054']",338,India
,,,,,
7/6/2020 23:58,"b'India is a third worst affected country in the world! 7lakh #COVID19 cases, almost 20,000 deaths (600+ today). Yet #UGCGuidelines insist that students must travel to their universities to take their final #UNIVERSITYexams, endangering them and their families. Shame! @DrRPNishank https://t.co/YyY2mVJjhm'",b'Rupali60060879',"['COVID19', 'UGCGuidelines', 'UNIVERSITYexams']",10,Singapore
,,,,,
7/6/2020 23:58,"b'#summertime #tbt 2016, I was 22 in #California exploring the beautiful #bigsur #highway unknowingly surrounded by forest fire smoke. Best summer of my life with my family up till the moment I sprained my ankle. Life before #COVID19 was special. https://t.co/486yT7as9g'",b'Murtaza_Murad',"['summertime', 'tbt', 'California', 'bigsur', 'highway', 'COVID19']",1172,"Wilmslow, England"
,,,,,
7/6/2020 23:58,b'It\xe2\x80\x99s been 168 days since the first confirmed #COVID19 cases in the US and we still don\xe2\x80\x99t have a national strategy for testing and containing this #virus. #COVID19Pandemic #TrumpKillsUS #trumpsfailure #TrumpsVirus',b'egammell',"['COVID19', 'virus', 'COVID19Pandemic', 'TrumpKillsUS', 'trumpsfailure', 'TrumpsVirus']",83,China
,,,,,
7/6/2020 23:58,"b""Calling All #HBCUs! #CAU Office of Alumni Relations needs your prayers and healing to strengthen Atlanta's Mayor,  @KeishaBottoms, who tested positive w/o any symptoms for #COVID19. #WeStand w/ you, Mayor Bottoms, Alums and Other Individuals who have been affected by this virus. https://t.co/lMt2SZ7WNE""",b'CAUAlumRelation',"['HBCUs', 'CAU', 'COVID19', 'WeStand']",730,London
,,,,,
7/6/2020 23:58,"b'Of 127,000 people tested for #COVID19 on Saturday in #California the positivity rate was 6.8%, up from 4.9% two weeks ago!  This is getting worse #SantaBarbara!   \xf0\x9f\x98\xb7 WEAR A DAMN MASK  \xf0\x9f\x93\x8f PHYSICALLY DISTANCE or STAY HOME \xf0\x9f\xa7\xbc WASH YOUR HANDS  This is science, not politics! https://t.co/RpOggGnoOX'",b'onsantabarbara',"['COVID19', 'California', 'SantaBarbara']",7013,"Santa Barbara, CA"
,,,,,
7/6/2020 23:58,"b""Remote or in-person, I'm in. #COVID19 #WhipItGood #EnergyDome https://t.co/xj5zQ3qW4G""",b'xankarn',"['COVID19', 'WhipItGood', 'EnergyDome']",620,"San Francisco, CA"
,,,,,
7/6/2020 23:58,"b'Across the country, #meetingprofs are using their unique resources and creativity to support communities in need. From making masks out of trade show supplies to starting a #COVID19 relief hotline, the #meetings industry is giving back: https://t.co/rEauUqVjvA'",b'meetingsmeanbiz',"['meetingprofs', 'COVID19', 'meetings']",12981,Canada
,,,,,
7/6/2020 23:57,b'@NathanW38664826 @Thomas15Z @seanhannity We have a virus being passed around...Are you negotiating with #Covid19?',b'dawnparagracias',['Covid19'],882,UK
,,,,,
7/6/2020 23:57,"b'Join @DigitalAirStrk as they host a Facebook Live with our VP of Data and Analytics, Tyson Jominy. They will discuss the auto industry, car sales and #COVID19 recovery outlook.   RSVP now &gt; https://t.co/T7R7Tg1U1g https://t.co/F1eX5QVMf6'",b'JDPower',['COVID19'],12421,Australia
,,,,,
7/6/2020 23:57,"b""Don't miss this talk by my amazing and wonderful @UNSWArts colleague Dr Deborah Barros Leal Farias on Bolsonaro's handling of the #COVID19 in #Brazil. She's one of THE most engaging speakers I know! https://t.co/TKdytZLnYy""",b'monika_bd',"['COVID19', 'Brazil']",474,Sydney
,,,,,
7/6/2020 23:57,"b'#CoronaInfoCH #COVID19 #corona #trendingnews  Trump pushes racial division,... https://t.co/EAeomOvMjD'",b'covidnewsCH',"['CoronaInfoCH', 'COVID19', 'corona', 'trendingnews']",318,Switzerland
,,,,,
7/6/2020 23:57,b'#Covid19 a blessing in disguise for #financialinclusion   #Pandemic has helped to rapidly expand #digital #finserv which can benefit of low-#income #households &amp; #SMEs   #mobile #money #Fintech #Bigdata  #digitalpayments #onlinebanking #Banking  @IMFNews   https://t.co/yxZwOoTpYK https://t.co/jFUk2U6ZVt',b'nafisalam',"['Covid19', 'financialinclusion', 'Pandemic', 'digital', 'finserv', 'income', 'households', 'SMEs', 'mobile', 'money', 'Fintech', 'Bigdata', 'digitalpayments', 'onlinebanking', 'Banking']",1439,Malaysia
,,,,,
7/6/2020 23:57,"b""RESTROOMS AT SJC: We are investing in health &amp; safety measures. Plexiglass shields are installed between restroom sinks &amp; urinals to provide extra protection. Restrooms have touchless faucets, paper towel dispensers &amp; toilets. We're ready when you\xe2\x80\x99re ready to travel!#COVID19 https://t.co/DHveOy4AWU""",b'FlySJC',['COVID19'],14928,"San Jose, California"
,,,,,
7/6/2020 23:57,b'@realDonaldTrump Australia 4 per million killed by #COVID19 USA 405 per million @realDonaldTrump the numbers don\xe2\x80\x99t lie #USPol',b'laythefavourite',"['COVID19', 'USPol']",424,"Brisbane, Queensland"
,,,,,
7/6/2020 23:57,"b'@realDonaldTrump You still allowed 40,000 Americans to travel back and forth. I guess Dr. TRUMP thought they were immune.  Now we know it was pointless since the #covid19 we got on the east coast was mainly from Europe.'",b'Mrbandot1',['covid19'],133,"San Francisco, CA"
,,,,,
7/6/2020 23:57,"b'With over 70 million people predicted to be pushed into extreme poverty due to #COVID19, @RESULTS_AU is proud to be apart of the @EndCOVIDForAll campaign. Together, let\xe2\x80\x99s pledge to #EndCOVIDForAll with our global neighbours: https://t.co/D1BXffj7Yu https://t.co/vcodXNbDP0'",b'RESULTS_AU',"['COVID19', 'EndCOVIDForAll']",2229,Australia
,,,,,
7/6/2020 23:57,b'#CougingIt in the time of #Covid19 https://t.co/lVtkNbptZG',b'1hairyman',"['CougingIt', 'Covid19']",2013,India
,,,,,
7/6/2020 23:57,b'@CNBC @CNBCMakeIt #COVID19 definitely can. WTF kind of questions are we asking here?',b'Lee49er52',['COVID19'],792,Malaysia
,,,,,
7/6/2020 23:56,b'OH MY GOD \xf0\x9f\x98\xb2 #TrumpFailedAmerica  #Covid19 https://t.co/y8o7fRXXYn',b'PrincessBravato',"['TrumpFailedAmerica', 'Covid19']",83270,Sydney
,,,,,
7/6/2020 23:56,"b""#NHS72, apologies I'm a few days late.  #NHS staff are the most remarkable people.   Never mind what they've done for my family but for what they've done and helped me with over the past few years, I cannot say thank you enough.   I signed up as a volunteer during #COVID19.....""",b'RoversRussell',"['NHS72', 'NHS', 'COVID19']",355,Berlin
,,,,,
7/6/2020 23:56,"b""Days Ahead  This could be a fine day to look forward with 'new normal' life.  We learn how to discipline and live out a better life.  Stay healthy.  #COVID19""",b'tungguko',['COVID19'],3,"San Francisco, CA"
,,,,,
7/6/2020 23:56,b'Mayor @MarkJSokolich talks about the #Primary2020 #Election tomorrow and gives a #COVID19 Case Update.  #FortLeeStrong\xc2\xa0#FortLeeCares\xc2\xa0#ProtectTheFORT\xc2\xa0#BeFortLee\xc2\xa0#WereInThisTogether  https://t.co/ATmlc6esWM',b'FortLeeToday',"['Primary2020', 'Election', 'COVID19', 'FortLeeStrong', 'FortLeeCares', 'ProtectTheFORT', 'BeFortLee', 'WereInThisTogether']",172,United Arab Emirates
,,,,,
7/6/2020 23:56,"b'Texas New Cases - 5,318 New Fatalities - 18 *Hospitalizations - 8,698 (+517 from prior day) Hospital Capacity Usage - 76% Positivity Rate - 13.5%  *NEW RECORD  #covid19 #coronavirus #covidtexas #texascovid #txlege  #TexasCovid19 https://t.co/PO8cKGhvUY'",b'KarinKB',"['covid19', 'coronavirus', 'covidtexas', 'texascovid', 'txlege', 'TexasCovid19']",625,United Arab Emirates
,,,,,
7/6/2020 23:56,b'#smithshappyacres is carefully monitoring the #covid19 situation and enforcing masks while inside the hotel.',b'CaliforniaBrea2',"['smithshappyacres', 'covid19']",57,United Arab Emirates
,,,,,
7/6/2020 23:56,b'#California Governor Orders Second #Shutdown of Restaurants and Indoor Businesses amid #COVID19 https://t.co/qQNAziCmZX',b'PhxJuanTVNews',"['California', 'Shutdown', 'COVID19']",1349,"Phoenix, AZ"
,,,,,
7/6/2020 23:56,b'Christmas landscape lights Xmas tree Ornaments Home festival Christmas decoration santa snowman light Ornament \xf0\x9f\x91\x89https://t.co/9MrCGyUe6o\xf0\x9f\x91\x88 #covid19 #usa #sales #offer #amazon #ebay #alixpress https://t.co/LSz6Qz0Q06',b'alaa_express',"['covid19', 'usa', 'sales', 'offer', 'amazon', 'ebay', 'alixpress']",427,lisbon
,,,,,
7/6/2020 23:56,b'@WSJ \xf0\x9f\x9a\xa8 Donald J. #Trump and the #Trump Administration are trying to shift the FOCUS away from:  \xf0\x9f\x94\xa5 The #COVID19 #CORONAVIRUS that continues to spread across the U.S.  \xf0\x9f\x94\xa5 The Bounties placed on the U.S. Military by the CORRUPT #Russian Government  \xf0\x9f\x94\xa5 The U.S. #Economic Recession https://t.co/zPRyLvdCz9',b'Rosenchild',"['Trump', 'Trump', 'COVID19', 'CORONAVIRUS', 'Russian', 'Economic']",12051,"Brooklyn, NY"
,,,,,
7/6/2020 23:56,b'Had an amazing conversation with @Bill_Lester on a number of topics including diversity and inclusion in motorsports https://t.co/VfExRbtayN #NASCAR #f1 #LewisHamilton #BLM #diversity #covid19',b'AmericaF1Journo',"['NASCAR', 'f1', 'LewisHamilton', 'BLM', 'diversity', 'covid19']",135,"Orange, CA"
,,,,,
7/6/2020 23:56,b'This man speaks Truth.  @matthewmercer @Marisha_Ray @Dan_Dillon_1 @HellcowKeith   #covid19 #coronavirus #dnd https://t.co/Qxi6sSQjkk',b'daflyondawall',"['covid19', 'coronavirus', 'dnd']",556,India
,,,,,
7/6/2020 23:56,"b'the 9 residential buildings in victoria are govt owned and operated  a responsible govt will have put in place ""social distancing"" signs to follow &amp; measures in the laundry/communal areas to prevent a spread of #covid19 within its buildings, as it has done in it\'s workplaces?'",b'whatis315229419',['covid19'],0,china
,,,,,
7/6/2020 23:56,"b'2/2 Sweden.  /A study published in May suggested that a small number of people in Stockholm, 7.3% had developed  #coronavirus antibodies casting doubt over whether Sweden could achieve herd immunity in the near future./ #covid19 #covid_19 #Herdimmunity'",b'barbara_volkwyn',"['coronavirus', 'covid19', 'covid_19', 'Herdimmunity']",720,"Cape Town, South Africa"
,,,,,
7/6/2020 23:56,"b'Since the start of the #COVID19 pandemic in #BC,there has been a 93% spike in First Nations overdose deaths.Tonight on @CTVNationalNews  we take another look at how the #opioidcrisis continues to ravage our province and people. https://t.co/oUAg2fasoX'",b'MelanieNagyCTV',"['COVID19', 'BC', 'opioidcrisis']",5649,India
,,,,,
7/6/2020 23:56,"b""Encouraging early positive data from our member @pfizer and @BioNTech_Group's ongoing Phase 1/2 study for their #COVID19 vaccine. \xf0\x9f\x99\x8c  https://t.co/Y5T3nSIHHG""",b'BiocomCA',['COVID19'],7352,California
,,,,,
7/6/2020 23:56,"b'@dylanlscott #SpeakOut on #COVID19  @ISPORorg #HEOR  https://t.co/z3vovzNbYq https://t.co/tThcb2LR1x  #Economists &amp; #Epidemiologists, Not @ Odds, but in Agreement: We Need a Broad Based COVID-19 Testing Survey https://t.co/M2lE4B7N5V'",b'ajnamdeplume',"['SpeakOut', 'COVID19', 'HEOR', 'Economists', 'Epidemiologists']",452,USA
,,,,,
7/6/2020 23:56,b'We don\xe2\x80\x99t know the true % of the population that has/has had #COVID19.  One fact not being contested is that racial &amp; ethnic minority groups are being disproportionately affected.  Read more in this @ICD10monitor article from @erica_remer.  https://t.co/Hki2eruMsW',b'AmerCollPhyAdv',['COVID19'],489,United States
,,,,,
7/6/2020 23:56,"b'Each year we look forward to #NerdistHouse at #SanDiegoComicCon, but #COVID19 kicked our collective butt so #Nerdist is doing something different. They announced #NerdistHouse2020, all online and starting this weekend with a #HannibalReunion!  Info here: https://t.co/q77TOKNpzV https://t.co/CQ1yOghv93'",b'TheConGuyDotCom',"['NerdistHouse', 'SanDiegoComicCon', 'COVID19', 'Nerdist', 'NerdistHouse2020', 'HannibalReunion']",1489,Canada
,,,,,
7/6/2020 23:56,b'\xf0\x9f\x94\xa5 What kind of organizations will thrive during #Covid19?  https://t.co/VykShA1ns3   #leaders #rapidboost #growth #marketing https://t.co/Hk07lCI2we',b'CanadianLMPro',"['Covid19', 'leaders', 'rapidboost', 'growth', 'marketing']",2206,United Arab Emirates
,,,,,
7/6/2020 23:56,b'Contact tracers reach out by phone to everyone who is a close contact of someone who tests positive for #COVID19 to collect potentially life-saving information. All answers are always fully confidential. Thank you for doing your part!   #CityOfDowney #StayAtHome #ContactTracking https://t.co/KBYgcERC5a',b'discoverdowney',"['COVID19', 'CityOfDowney', 'StayAtHome', 'ContactTracking']",430,"Downey, CA"
,,,,,
7/6/2020 23:56,"b'ALERT: Madeleine Albright\xe2\x80\x99s Consulting Firm Took Millions in Coronavirus Relief Funding, Records Show - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/U1dptoUvf5 https://t.co/DEzoG71g7D'",b'GlobalPandemics',"['Coronavirus', 'COVID19', 'Protests']",26138,China
,,,,,
7/6/2020 23:56,"b'Wow. It looks like Florida\'s governor is now finally admitting that #COVID19 was spreading in FL well before the ""official"" first cases on March 1. It\'s surprising because FL has denied this for months. https://t.co/fYQByV7xgJ'",b'jbicha',['COVID19'],311,"Florida, USA"
,,,,,
7/6/2020 23:56,"b'As we think about \xe2\x80\x98reopening\xe2\x80\x99, it\xe2\x80\x99s helpful to not forget the this visualization of the occupations with the highest #COVID19 risk from @wef and @VisualCap. Read more about their methods here: https://t.co/AHMYBUEWDr https://t.co/dr7nrkjPfY'",b'NeilSehgal',['COVID19'],6,India
,,,,,
7/6/2020 23:56,"b'Based on the CT chest findings, the level of suspicion of #COVID19 infection is graded from #CORADS1 up to #CORADS5.  #CORADS6 is designated to COVID-19 patient with positive PCR.  #MedTwitter  #cardiotwitter  #MedEd https://t.co/MPFdynjWwk'",b'mzkhalil',"['COVID19', 'CORADS1', 'CORADS5', 'CORADS6', 'MedTwitter', 'cardiotwitter', 'MedEd']",2561,United Arab Emirates
,,,,,
7/6/2020 23:56,b'#cdnpoli Victims of #Capitalism. It\xe2\x80\x99s time 2recognize that millions of cases of #Covid19 in #USA #Brazil #UK #Italy #Canada r actually victims of #CapitalistPandemic. Hundreds of thousands of deaths directly attributable to outdated system of exploitation. @OttawaCommies',b'larrywasslen',"['cdnpoli', 'Capitalism', 'Covid19', 'USA', 'Brazil', 'UK', 'Italy', 'Canada', 'CapitalistPandemic']",1638,"Ottawa, Ontario"
,,,,,
